Sample_ID,Diagnosis,Gene,Expression
409,AML,Gene_354,0.368683
409,AML,Gene_366,0.141126
409,AML,Gene_367,0.614241
409,AML,Gene_482,0.554872
409,AML,Gene_521,0.69351
409,AML,Gene_588,0.894654
409,AML,Gene_607,0.75056
409,AML,Gene_646,0.328974
409,AML,Gene_650,0.157918
409,AML,Gene_781,0.518183
409,AML,Gene_816,0.91535
409,AML,Gene_818,0.34221
409,AML,Gene_84,0.238074
409,AML,Gene_850,0.133993
409,AML,Gene_916,0.695214
409,AML,Gene_969,0.399665
410,AML,Gene_149,0.643898
410,AML,Gene_187,0.751259
410,AML,Gene_244,0.637783
410,AML,Gene_285,0.255512
410,AML,Gene_354,0.224584
410,AML,Gene_366,0.518511
410,AML,Gene_367,0.610042
410,AML,Gene_482,0.488328
410,AML,Gene_521,0.142445
410,AML,Gene_588,0.233151
410,AML,Gene_607,0.211842
410,AML,Gene_646,0.504209
410,AML,Gene_650,0.355166
410,AML,Gene_781,0.005973
410,AML,Gene_816,0.995097
410,AML,Gene_818,0.070469
410,AML,Gene_84,0.817633
410,AML,Gene_850,0.674757
410,AML,Gene_916,0.461265
410,AML,Gene_969,0.796373
411,AML,Gene_149,0.271637
411,AML,Gene_187,0.366588
411,AML,Gene_244,0.319344
411,AML,Gene_285,0.092165
411,AML,Gene_354,0.150232
411,AML,Gene_366,0.079156
411,AML,Gene_367,0.490197
411,AML,Gene_482,0.293634
411,AML,Gene_521,0.689276
411,AML,Gene_588,0.164829
411,AML,Gene_607,0.390648
411,AML,Gene_646,0.954815
411,AML,Gene_650,0.244044
411,AML,Gene_781,0.553886
411,AML,Gene_816,0.71711
411,AML,Gene_818,0.995142
411,AML,Gene_84,0.474818
411,AML,Gene_850,0.468645
411,AML,Gene_916,0.515795
411,AML,Gene_969,0.505774
412,ALL,Gene_149,0.97788
412,ALL,Gene_187,0.721034
412,ALL,Gene_244,0.001501
412,ALL,Gene_285,0.640805
412,ALL,Gene_354,0.313196
412,ALL,Gene_366,0.765736
412,ALL,Gene_367,0.852313
412,ALL,Gene_482,0.016661
412,ALL,Gene_521,0.418355
412,ALL,Gene_588,0.644658
412,ALL,Gene_607,0.539459
412,ALL,Gene_646,0.024378
412,ALL,Gene_650,0.389651
412,ALL,Gene_781,0.517283
412,ALL,Gene_816,0.264028
412,ALL,Gene_818,0.317468
412,ALL,Gene_84,0.450206
412,ALL,Gene_850,0.986803
412,ALL,Gene_916,0.23843
412,ALL,Gene_969,0.601789
413,AML,Gene_149,0.698299
413,AML,Gene_187,0.300405
413,AML,Gene_244,0.858124
413,AML,Gene_285,0.619909
413,AML,Gene_354,0.062034
413,AML,Gene_366,0.157939
413,AML,Gene_367,0.388293
413,AML,Gene_482,0.656646
413,AML,Gene_521,0.07644
413,AML,Gene_588,0.172333
413,AML,Gene_607,0.886537
413,AML,Gene_646,0.327134
413,AML,Gene_650,0.345761
413,AML,Gene_781,0.755914
413,AML,Gene_816,0.023877
413,AML,Gene_818,0.035775
413,AML,Gene_84,0.386944
413,AML,Gene_850,0.730002
413,AML,Gene_916,0.308021
413,AML,Gene_969,0.141763
414,ALL,Gene_149,0.7975
414,ALL,Gene_187,0.180192
414,ALL,Gene_244,0.183909
414,ALL,Gene_285,0.012563
414,ALL,Gene_354,0.514526
414,ALL,Gene_366,0.24504
414,ALL,Gene_367,0.870852
414,ALL,Gene_482,0.819096
414,ALL,Gene_521,0.243077
414,ALL,Gene_588,0.773109
414,ALL,Gene_607,0.075483
414,ALL,Gene_646,0.886752
414,ALL,Gene_650,0.264618
414,ALL,Gene_781,0.989393
414,ALL,Gene_816,0.280681
414,ALL,Gene_818,0.730532
414,ALL,Gene_84,0.525948
414,ALL,Gene_850,0.072571
414,ALL,Gene_916,0.808658
414,ALL,Gene_969,0.718798
415,AML,Gene_149,0.061333
415,AML,Gene_187,0.414542
415,AML,Gene_244,0.132868
415,AML,Gene_285,0.464568
415,AML,Gene_354,0.656194
415,AML,Gene_366,0.202933
415,AML,Gene_367,0.689427
415,AML,Gene_482,0.399446
415,AML,Gene_521,0.96285
415,AML,Gene_588,0.035139
415,AML,Gene_607,0.366185
415,AML,Gene_646,0.644015
415,AML,Gene_650,0.242781
415,AML,Gene_781,0.332678
415,AML,Gene_816,0.241156
415,AML,Gene_818,0.504799
415,AML,Gene_84,0.538995
415,AML,Gene_850,0.858041
415,AML,Gene_916,0.969338
415,AML,Gene_969,0.693703
416,ALL,Gene_149,0.108705
416,ALL,Gene_187,0.982831
416,ALL,Gene_244,0.711648
416,ALL,Gene_285,0.610748
416,ALL,Gene_354,0.283248
416,ALL,Gene_366,0.769905
416,ALL,Gene_367,0.652878
416,ALL,Gene_482,0.116537
416,ALL,Gene_521,0.451647
416,ALL,Gene_588,0.370484
416,ALL,Gene_607,0.555849
416,ALL,Gene_646,0.97948
416,ALL,Gene_650,0.562629
416,ALL,Gene_781,0.975813
416,ALL,Gene_816,0.35768
416,ALL,Gene_818,0.964136
416,ALL,Gene_84,0.507074
416,ALL,Gene_850,0.236063
416,ALL,Gene_916,0.696098
416,ALL,Gene_969,0.06652
417,ALL,Gene_149,0.145002
417,ALL,Gene_187,0.646786
417,ALL,Gene_244,0.036011
417,ALL,Gene_285,0.835428
417,ALL,Gene_354,0.22124
417,ALL,Gene_366,0.186599
417,ALL,Gene_367,0.34123
417,ALL,Gene_482,0.407484
417,ALL,Gene_521,0.299716
417,ALL,Gene_588,0.201424
417,ALL,Gene_607,0.203097
417,ALL,Gene_646,0.907307
417,ALL,Gene_650,0.117493
417,ALL,Gene_781,0.47321
417,ALL,Gene_816,0.422202
417,ALL,Gene_818,0.826023
417,ALL,Gene_84,0.562461
417,ALL,Gene_850,0.758115
417,ALL,Gene_916,0.186297
417,ALL,Gene_969,0.472651
418,ALL,Gene_149,0.281158
418,ALL,Gene_187,0.101452
418,ALL,Gene_244,0.688163
418,ALL,Gene_285,1.0
418,ALL,Gene_354,0.910255
418,ALL,Gene_366,0.870291
418,ALL,Gene_367,0.955071
418,ALL,Gene_482,0.695642
418,ALL,Gene_521,0.82775
418,ALL,Gene_588,0.247269
418,ALL,Gene_607,0.496993
418,ALL,Gene_646,0.027785
418,ALL,Gene_650,0.582357
418,ALL,Gene_781,0.249319
418,ALL,Gene_816,0.939317
418,ALL,Gene_818,0.268356
418,ALL,Gene_84,0.587967
418,ALL,Gene_850,0.495933
418,ALL,Gene_916,0.8657
418,ALL,Gene_969,0.193453
419,ALL,Gene_149,0.257081
419,ALL,Gene_187,0.694497
419,ALL,Gene_244,0.617577
419,ALL,Gene_285,0.883338
419,ALL,Gene_354,0.936411
419,ALL,Gene_366,0.977041
419,ALL,Gene_367,0.006737
419,ALL,Gene_482,0.620014
419,ALL,Gene_521,0.286931
419,ALL,Gene_588,0.689928
419,ALL,Gene_607,0.272881
419,ALL,Gene_646,0.41203
419,ALL,Gene_650,0.874775
419,ALL,Gene_781,0.497506
419,ALL,Gene_816,0.439331
419,ALL,Gene_818,0.887547
419,ALL,Gene_84,0.618334
419,ALL,Gene_850,0.962151
419,ALL,Gene_916,0.381054
419,ALL,Gene_969,0.959344
420,Healthy,Gene_149,0.805936
420,Healthy,Gene_187,0.959606
420,Healthy,Gene_244,0.429001
420,Healthy,Gene_285,0.132015
420,Healthy,Gene_354,0.834518
420,Healthy,Gene_366,0.855085
420,Healthy,Gene_367,0.572408
420,Healthy,Gene_482,0.186616
420,Healthy,Gene_521,0.325698
420,Healthy,Gene_588,0.663686
420,Healthy,Gene_607,0.975199
420,Healthy,Gene_646,0.284202
420,Healthy,Gene_650,0.603364
420,Healthy,Gene_781,0.663997
420,Healthy,Gene_816,0.063598
420,Healthy,Gene_818,0.793498
420,Healthy,Gene_84,0.840292
420,Healthy,Gene_850,0.810001
420,Healthy,Gene_916,0.55436
420,Healthy,Gene_969,0.501305
421,Healthy,Gene_149,0.694771
421,Healthy,Gene_187,0.59298
421,Healthy,Gene_244,0.535458
421,Healthy,Gene_285,0.482062
421,Healthy,Gene_354,0.084453
421,Healthy,Gene_366,0.360771
421,Healthy,Gene_367,0.787235
421,Healthy,Gene_482,0.710349
421,Healthy,Gene_521,0.419014
421,Healthy,Gene_588,0.990784
421,Healthy,Gene_607,0.677744
421,Healthy,Gene_646,0.164797
421,Healthy,Gene_650,0.872397
421,Healthy,Gene_781,0.317379
421,Healthy,Gene_816,0.177358
421,Healthy,Gene_818,0.978932
421,Healthy,Gene_84,0.1467
421,Healthy,Gene_850,0.217274
421,Healthy,Gene_916,0.20897
421,Healthy,Gene_969,0.540854
422,ALL,Gene_149,0.002191
422,ALL,Gene_187,0.074631
422,ALL,Gene_244,0.30871
422,ALL,Gene_285,0.14199
422,ALL,Gene_354,0.030895
422,ALL,Gene_366,0.623553
422,ALL,Gene_367,0.814454
422,ALL,Gene_482,0.824036
422,ALL,Gene_521,0.137067
422,ALL,Gene_588,0.272144
422,ALL,Gene_607,0.547487
422,ALL,Gene_646,0.253705
422,ALL,Gene_650,0.353366
422,ALL,Gene_781,0.125183
422,ALL,Gene_816,0.057132
422,ALL,Gene_818,0.138333
422,ALL,Gene_84,0.395355
422,ALL,Gene_850,0.578125
422,ALL,Gene_916,0.134704
422,ALL,Gene_969,0.764966
423,ALL,Gene_149,0.578325
423,ALL,Gene_187,0.786635
423,ALL,Gene_244,0.765428
423,ALL,Gene_285,0.201855
423,ALL,Gene_354,0.936046
423,ALL,Gene_366,0.850536
423,ALL,Gene_367,0.284237
423,ALL,Gene_482,0.89924
423,ALL,Gene_521,0.099806
423,ALL,Gene_588,0.903107
423,ALL,Gene_607,0.495717
423,ALL,Gene_646,0.239891
423,ALL,Gene_650,0.288916
423,ALL,Gene_781,0.978451
423,ALL,Gene_816,0.163525
423,ALL,Gene_818,0.79234
423,ALL,Gene_84,0.70577
423,ALL,Gene_850,0.195717
423,ALL,Gene_916,0.181362
423,ALL,Gene_969,0.955309
424,AML,Gene_149,0.866307
424,AML,Gene_187,0.849565
424,AML,Gene_244,0.588996
424,AML,Gene_285,0.779982
424,AML,Gene_354,0.71636
424,AML,Gene_366,0.788486
424,AML,Gene_367,0.130326
424,AML,Gene_482,0.018806
424,AML,Gene_521,0.53977
424,AML,Gene_588,0.610525
424,AML,Gene_607,0.660892
424,AML,Gene_646,0.827059
424,AML,Gene_650,0.412416
424,AML,Gene_781,0.090527
424,AML,Gene_816,0.308625
424,AML,Gene_818,0.508511
424,AML,Gene_84,0.657366
424,AML,Gene_850,0.739496
424,AML,Gene_916,0.221068
424,AML,Gene_969,0.318078
425,Healthy,Gene_149,0.83335
425,Healthy,Gene_187,0.135205
425,Healthy,Gene_244,0.409552
425,Healthy,Gene_285,0.855411
425,Healthy,Gene_354,0.273514
425,Healthy,Gene_366,0.352263
425,Healthy,Gene_367,0.64843
425,Healthy,Gene_482,0.791111
425,Healthy,Gene_521,0.246411
425,Healthy,Gene_588,0.852548
425,Healthy,Gene_607,0.2972
425,Healthy,Gene_646,0.871455
425,Healthy,Gene_650,0.179848
425,Healthy,Gene_781,0.951568
425,Healthy,Gene_816,0.572342
425,Healthy,Gene_818,0.007111
425,Healthy,Gene_84,0.98107
425,Healthy,Gene_850,0.982627
425,Healthy,Gene_916,0.778392
425,Healthy,Gene_969,0.146369
426,Healthy,Gene_149,0.932961
426,Healthy,Gene_187,0.816565
426,Healthy,Gene_244,0.785409
426,Healthy,Gene_285,0.08316
426,Healthy,Gene_354,0.80273
426,Healthy,Gene_366,0.074538
426,Healthy,Gene_367,0.234014
426,Healthy,Gene_482,0.1325
426,Healthy,Gene_521,0.198421
426,Healthy,Gene_588,0.433104
426,Healthy,Gene_607,0.065851
426,Healthy,Gene_646,0.009175
426,Healthy,Gene_650,0.338454
426,Healthy,Gene_781,0.695029
426,Healthy,Gene_816,0.767202
426,Healthy,Gene_818,0.632201
426,Healthy,Gene_84,0.782802
426,Healthy,Gene_850,0.867183
426,Healthy,Gene_916,0.622116
426,Healthy,Gene_969,0.972778
427,AML,Gene_149,0.407084
427,AML,Gene_187,0.413209
427,AML,Gene_244,0.238292
427,AML,Gene_285,0.175818
427,AML,Gene_354,0.953619
427,AML,Gene_366,0.301045
427,AML,Gene_367,0.815353
427,AML,Gene_482,0.173223
427,AML,Gene_521,0.784186
427,AML,Gene_588,0.916676
427,AML,Gene_607,0.583019
427,AML,Gene_646,0.543941
427,AML,Gene_650,0.496668
427,AML,Gene_781,0.277004
427,AML,Gene_816,0.176144
427,AML,Gene_818,0.128135
427,AML,Gene_84,0.324693
427,AML,Gene_850,0.211467
427,AML,Gene_916,0.812293
427,AML,Gene_969,0.099112
428,ALL,Gene_149,0.580359
428,ALL,Gene_187,0.342556
428,ALL,Gene_244,0.557839
428,ALL,Gene_285,0.762963
428,ALL,Gene_354,0.567715
428,ALL,Gene_366,0.718805
428,ALL,Gene_367,0.23538
428,ALL,Gene_482,0.145883
428,ALL,Gene_521,0.29619
428,ALL,Gene_588,0.010106
428,ALL,Gene_607,0.356931
428,ALL,Gene_646,0.496796
428,ALL,Gene_650,0.501669
428,ALL,Gene_781,0.950521
428,ALL,Gene_816,0.302317
428,ALL,Gene_818,0.09378
428,ALL,Gene_84,0.382142
428,ALL,Gene_850,0.221181
428,ALL,Gene_916,0.267575
428,ALL,Gene_969,0.014679
429,AML,Gene_149,0.189661
429,AML,Gene_187,0.598151
429,AML,Gene_244,0.039079
429,AML,Gene_285,0.431371
429,AML,Gene_354,0.291914
429,AML,Gene_366,0.786527
429,AML,Gene_367,0.804597
429,AML,Gene_482,0.18823
429,AML,Gene_521,0.760229
429,AML,Gene_588,0.801002
429,AML,Gene_607,0.04432
429,AML,Gene_646,0.981838
429,AML,Gene_650,0.924743
429,AML,Gene_781,0.648784
429,AML,Gene_816,0.803967
429,AML,Gene_818,0.286643
429,AML,Gene_84,0.817253
429,AML,Gene_850,0.925348
429,AML,Gene_916,0.379889
429,AML,Gene_969,0.062185
430,AML,Gene_149,0.686333
430,AML,Gene_187,0.072591
430,AML,Gene_244,0.601547
430,AML,Gene_285,0.625716
430,AML,Gene_354,0.996278
430,AML,Gene_366,0.411507
430,AML,Gene_367,0.977774
430,AML,Gene_482,0.480662
430,AML,Gene_521,0.425376
430,AML,Gene_588,0.250676
430,AML,Gene_607,0.919812
430,AML,Gene_646,0.200796
430,AML,Gene_650,0.193939
430,AML,Gene_781,0.338591
430,AML,Gene_816,0.21684
430,AML,Gene_818,0.970305
430,AML,Gene_84,0.660166
430,AML,Gene_850,0.160301
430,AML,Gene_916,0.606741
430,AML,Gene_969,0.209192
431,ALL,Gene_149,0.155739
431,ALL,Gene_187,0.517535
431,ALL,Gene_244,0.019347
431,ALL,Gene_285,0.77515
431,ALL,Gene_354,0.405623
431,ALL,Gene_366,0.865644
431,ALL,Gene_367,0.09669
431,ALL,Gene_482,0.321144
431,ALL,Gene_521,0.913601
431,ALL,Gene_588,0.606404
431,ALL,Gene_607,0.807311
431,ALL,Gene_646,0.133532
431,ALL,Gene_650,0.15014
431,ALL,Gene_781,0.533651
431,ALL,Gene_816,0.672957
431,ALL,Gene_818,0.071472
431,ALL,Gene_84,0.427548
431,ALL,Gene_850,0.999229
431,ALL,Gene_916,0.290559
431,ALL,Gene_969,0.409157
432,ALL,Gene_149,0.140839
432,ALL,Gene_187,0.090106
432,ALL,Gene_244,0.974122
432,ALL,Gene_285,0.873991
432,ALL,Gene_354,0.453111
432,ALL,Gene_366,0.134081
432,ALL,Gene_367,0.720659
432,ALL,Gene_482,0.649043
432,ALL,Gene_521,0.8974
432,ALL,Gene_588,0.306002
432,ALL,Gene_607,0.290383
432,ALL,Gene_646,0.830514
432,ALL,Gene_650,0.5421
432,ALL,Gene_781,0.66553
432,ALL,Gene_816,0.78923
432,ALL,Gene_818,0.950436
432,ALL,Gene_84,0.974024
432,ALL,Gene_850,0.551159
432,ALL,Gene_916,0.100562
432,ALL,Gene_969,0.254593
433,AML,Gene_149,0.471023
433,AML,Gene_187,0.954205
433,AML,Gene_244,0.259705
433,AML,Gene_285,0.317609
433,AML,Gene_354,0.090131
433,AML,Gene_366,0.358636
433,AML,Gene_367,0.436054
433,AML,Gene_482,0.858605
433,AML,Gene_521,0.001675
433,AML,Gene_588,0.811946
433,AML,Gene_607,0.635782
433,AML,Gene_646,0.235262
433,AML,Gene_650,0.384274
433,AML,Gene_781,0.47332
433,AML,Gene_816,0.2536
433,AML,Gene_818,0.707124
433,AML,Gene_84,0.458948
433,AML,Gene_850,0.186805
433,AML,Gene_916,0.258715
433,AML,Gene_969,0.717245
434,AML,Gene_149,0.508617
434,AML,Gene_187,0.529518
434,AML,Gene_244,0.86443
434,AML,Gene_285,0.230157
434,AML,Gene_354,0.944888
434,AML,Gene_366,0.590417
434,AML,Gene_367,0.702033
434,AML,Gene_482,0.733931
434,AML,Gene_521,0.827405
434,AML,Gene_588,0.279815
434,AML,Gene_607,0.825688
434,AML,Gene_646,0.483576
434,AML,Gene_650,0.899401
434,AML,Gene_781,0.307318
434,AML,Gene_816,0.091514
434,AML,Gene_818,0.435811
434,AML,Gene_84,0.484719
434,AML,Gene_850,0.551205
434,AML,Gene_916,0.055422
434,AML,Gene_969,0.344225
435,AML,Gene_149,0.455213
435,AML,Gene_187,0.560919
435,AML,Gene_244,0.64588
435,AML,Gene_285,0.691627
435,AML,Gene_354,0.942396
435,AML,Gene_366,0.251957
435,AML,Gene_367,0.336037
435,AML,Gene_482,0.411739
435,AML,Gene_521,0.523073
435,AML,Gene_588,0.651532
435,AML,Gene_607,0.12778
435,AML,Gene_646,0.505332
435,AML,Gene_650,0.406714
435,AML,Gene_781,0.44369
435,AML,Gene_816,0.206526
435,AML,Gene_818,0.746831
435,AML,Gene_84,0.813975
435,AML,Gene_850,0.564777
435,AML,Gene_916,0.563215
435,AML,Gene_969,0.540906
436,AML,Gene_149,0.40897
436,AML,Gene_187,0.349617
436,AML,Gene_244,0.924508
436,AML,Gene_285,0.558387
436,AML,Gene_354,0.050407
436,AML,Gene_366,0.337401
436,AML,Gene_367,0.242566
436,AML,Gene_482,0.548587
436,AML,Gene_521,0.080653
436,AML,Gene_588,0.822981
436,AML,Gene_607,0.027806
436,AML,Gene_646,0.595268
436,AML,Gene_650,0.312746
436,AML,Gene_781,0.279661
436,AML,Gene_816,0.239341
436,AML,Gene_818,0.809601
436,AML,Gene_84,0.74232
436,AML,Gene_850,0.397414
436,AML,Gene_916,0.626648
436,AML,Gene_969,0.725255
437,ALL,Gene_149,0.360364
437,ALL,Gene_187,0.925627
437,ALL,Gene_244,0.154198
437,ALL,Gene_285,0.68765
437,ALL,Gene_354,0.505602
437,ALL,Gene_366,0.207042
437,ALL,Gene_367,0.351534
437,ALL,Gene_482,0.119907
437,ALL,Gene_521,0.144421
437,ALL,Gene_588,0.248475
437,ALL,Gene_607,0.467184
437,ALL,Gene_646,0.06098
437,ALL,Gene_650,0.230849
437,ALL,Gene_781,0.096881
437,ALL,Gene_816,0.43132
437,ALL,Gene_818,0.908949
437,ALL,Gene_84,0.190127
437,ALL,Gene_850,0.829533
437,ALL,Gene_916,0.796786
437,ALL,Gene_969,0.052384
438,AML,Gene_149,0.613242
438,AML,Gene_187,0.375711
438,AML,Gene_244,0.221788
438,AML,Gene_285,0.0
438,AML,Gene_354,0.620244
438,AML,Gene_366,0.393899
438,AML,Gene_367,0.250499
438,AML,Gene_482,0.020594
438,AML,Gene_521,0.931146
438,AML,Gene_588,0.11242
438,AML,Gene_607,0.749067
438,AML,Gene_646,0.073947
438,AML,Gene_650,0.948103
438,AML,Gene_781,0.504823
438,AML,Gene_816,0.875357
438,AML,Gene_818,0.46065
438,AML,Gene_84,0.585441
438,AML,Gene_850,0.293308
438,AML,Gene_916,0.023656
438,AML,Gene_969,0.090405
439,AML,Gene_149,0.055832
439,AML,Gene_187,0.521114
439,AML,Gene_244,0.400329
439,AML,Gene_285,0.108071
439,AML,Gene_354,0.034924
439,AML,Gene_366,0.295605
439,AML,Gene_367,0.452061
439,AML,Gene_482,0.445022
439,AML,Gene_521,0.937787
439,AML,Gene_588,0.017632
439,AML,Gene_607,0.00346
439,AML,Gene_646,0.222012
439,AML,Gene_650,0.051678
439,AML,Gene_781,0.026373
439,AML,Gene_816,0.437178
439,AML,Gene_818,0.876492
439,AML,Gene_84,0.716989
439,AML,Gene_850,0.875688
439,AML,Gene_916,0.424465
439,AML,Gene_969,0.85405
440,Healthy,Gene_149,0.96442
440,Healthy,Gene_187,0.592309
440,Healthy,Gene_244,0.874513
440,Healthy,Gene_285,0.034427
440,Healthy,Gene_354,0.163658
440,Healthy,Gene_366,0.508856
440,Healthy,Gene_367,0.746423
440,Healthy,Gene_482,0.357539
440,Healthy,Gene_521,0.943498
440,Healthy,Gene_588,0.35107
440,Healthy,Gene_607,0.401396
440,Healthy,Gene_646,0.698414
440,Healthy,Gene_650,0.335755
440,Healthy,Gene_781,0.723817
440,Healthy,Gene_816,0.571275
440,Healthy,Gene_818,0.47083
440,Healthy,Gene_84,0.631408
440,Healthy,Gene_850,0.768439
440,Healthy,Gene_916,0.80201
440,Healthy,Gene_969,0.748756
441,ALL,Gene_149,0.809987
441,ALL,Gene_187,0.867031
441,ALL,Gene_244,0.16382
441,ALL,Gene_285,0.105738
441,ALL,Gene_354,0.798206
441,ALL,Gene_366,0.71452
441,ALL,Gene_367,0.954823
441,ALL,Gene_482,0.188765
441,ALL,Gene_521,0.515829
441,ALL,Gene_588,0.585625
441,ALL,Gene_607,0.665297
441,ALL,Gene_646,0.587402
441,ALL,Gene_650,0.765406
441,ALL,Gene_781,0.9518
441,ALL,Gene_816,0.173816
441,ALL,Gene_818,0.028414
441,ALL,Gene_84,0.769089
441,ALL,Gene_850,0.266641
441,ALL,Gene_916,0.614468
441,ALL,Gene_969,0.979723
442,Healthy,Gene_149,0.984161
442,Healthy,Gene_187,0.535893
442,Healthy,Gene_244,0.235874
442,Healthy,Gene_285,0.243571
442,Healthy,Gene_354,0.945152
442,Healthy,Gene_366,0.22187
442,Healthy,Gene_367,0.710849
442,Healthy,Gene_482,0.687345
442,Healthy,Gene_521,0.385755
442,Healthy,Gene_588,0.208663
442,Healthy,Gene_607,0.177914
442,Healthy,Gene_646,0.779985
442,Healthy,Gene_650,0.032329
442,Healthy,Gene_781,0.9062
442,Healthy,Gene_816,0.73955
442,Healthy,Gene_818,0.174727
442,Healthy,Gene_84,0.46047
442,Healthy,Gene_850,0.181487
442,Healthy,Gene_916,0.742618
442,Healthy,Gene_969,0.235701
443,AML,Gene_149,0.686327
443,AML,Gene_187,0.257173
443,AML,Gene_244,0.436457
443,AML,Gene_285,0.095529
443,AML,Gene_354,0.837888
443,AML,Gene_366,0.226284
443,AML,Gene_367,0.290665
443,AML,Gene_482,0.932192
443,AML,Gene_521,0.251104
443,AML,Gene_588,0.349898
443,AML,Gene_607,0.647432
443,AML,Gene_646,0.546861
443,AML,Gene_650,0.006
443,AML,Gene_781,0.903573
443,AML,Gene_816,0.51055
443,AML,Gene_818,0.563234
443,AML,Gene_84,0.786647
443,AML,Gene_850,0.467507
443,AML,Gene_916,0.655981
443,AML,Gene_969,0.512154
444,Healthy,Gene_149,0.558624
444,Healthy,Gene_187,0.556992
444,Healthy,Gene_244,0.096039
444,Healthy,Gene_285,0.114394
444,Healthy,Gene_354,0.576119
444,Healthy,Gene_366,0.099035
444,Healthy,Gene_367,0.608681
444,Healthy,Gene_482,0.94524
444,Healthy,Gene_521,0.227643
444,Healthy,Gene_588,0.184886
444,Healthy,Gene_607,0.120624
444,Healthy,Gene_646,0.849339
444,Healthy,Gene_650,0.809713
444,Healthy,Gene_781,0.527931
444,Healthy,Gene_816,0.749511
444,Healthy,Gene_818,0.639708
444,Healthy,Gene_84,0.048946
444,Healthy,Gene_850,0.817761
444,Healthy,Gene_916,0.325881
444,Healthy,Gene_969,0.380109
445,AML,Gene_149,0.635285
445,AML,Gene_187,0.377811
445,AML,Gene_244,0.601192
445,AML,Gene_285,0.770723
445,AML,Gene_354,0.687943
445,AML,Gene_366,0.52239
445,AML,Gene_367,0.967383
445,AML,Gene_482,0.333887
445,AML,Gene_521,0.221868
445,AML,Gene_588,0.785136
445,AML,Gene_607,0.038154
445,AML,Gene_646,0.333213
445,AML,Gene_650,0.19553
445,AML,Gene_781,0.905768
445,AML,Gene_816,0.693406
445,AML,Gene_818,0.949361
445,AML,Gene_84,0.2219
445,AML,Gene_850,0.181275
445,AML,Gene_916,0.998899
445,AML,Gene_969,0.188232
446,AML,Gene_149,0.206303
446,AML,Gene_187,0.684072
446,AML,Gene_244,0.692303
446,AML,Gene_285,0.440961
446,AML,Gene_354,0.13359
446,AML,Gene_366,0.589791
446,AML,Gene_367,0.570295
446,AML,Gene_482,0.880891
446,AML,Gene_521,0.626607
446,AML,Gene_588,0.51581
446,AML,Gene_607,0.810846
446,AML,Gene_646,0.822098
446,AML,Gene_650,0.822954
446,AML,Gene_781,0.838719
446,AML,Gene_816,0.039003
446,AML,Gene_818,0.966986
446,AML,Gene_84,0.235833
446,AML,Gene_850,0.185218
446,AML,Gene_916,0.544116
446,AML,Gene_969,0.004549
447,AML,Gene_149,0.982828
447,AML,Gene_187,0.769505
447,AML,Gene_244,0.950816
447,AML,Gene_285,0.599394
447,AML,Gene_354,0.199272
447,AML,Gene_366,0.009179
447,AML,Gene_367,0.392707
447,AML,Gene_482,0.724181
447,AML,Gene_521,0.617779
447,AML,Gene_588,0.168979
447,AML,Gene_607,0.543424
447,AML,Gene_646,0.070931
447,AML,Gene_650,0.221239
447,AML,Gene_781,0.744926
447,AML,Gene_816,0.629929
447,AML,Gene_818,0.727037
447,AML,Gene_84,0.1273
447,AML,Gene_850,0.133985
447,AML,Gene_916,0.339232
447,AML,Gene_969,0.659539
448,ALL,Gene_149,0.433245
448,ALL,Gene_187,0.533304
448,ALL,Gene_244,0.58965
448,ALL,Gene_285,0.252272
448,ALL,Gene_354,0.719416
448,ALL,Gene_366,0.308686
448,ALL,Gene_367,0.708551
448,ALL,Gene_482,0.763097
448,ALL,Gene_521,0.895964
448,ALL,Gene_588,0.737823
448,ALL,Gene_607,0.751412
448,ALL,Gene_646,0.342484
448,ALL,Gene_650,0.243221
448,ALL,Gene_781,0.605185
448,ALL,Gene_816,0.237837
448,ALL,Gene_818,0.239674
448,ALL,Gene_84,0.570514
448,ALL,Gene_850,0.070912
448,ALL,Gene_916,0.604295
448,ALL,Gene_969,0.631406
449,AML,Gene_149,0.067686
449,AML,Gene_187,0.439775
449,AML,Gene_244,0.270196
449,AML,Gene_285,0.450401
449,AML,Gene_354,0.410133
449,AML,Gene_366,0.275515
449,AML,Gene_367,0.702623
449,AML,Gene_482,0.822467
449,AML,Gene_521,0.171717
449,AML,Gene_588,0.792029
449,AML,Gene_607,0.5315
449,AML,Gene_646,0.182206
449,AML,Gene_650,0.667626
449,AML,Gene_781,0.363113
449,AML,Gene_816,0.860145
449,AML,Gene_818,0.161355
449,AML,Gene_84,0.177566
449,AML,Gene_850,0.367527
449,AML,Gene_916,0.94517
449,AML,Gene_969,0.362688
450,AML,Gene_149,0.784625
450,AML,Gene_187,0.334735
450,AML,Gene_244,0.182494
450,AML,Gene_285,0.295159
450,AML,Gene_354,0.317473
450,AML,Gene_366,0.042108
450,AML,Gene_367,0.706747
450,AML,Gene_482,0.802075
450,AML,Gene_521,0.810857
450,AML,Gene_588,0.739456
450,AML,Gene_607,0.822171
450,AML,Gene_646,0.344305
450,AML,Gene_650,0.188666
450,AML,Gene_781,0.766848
450,AML,Gene_816,0.687846
450,AML,Gene_818,0.276778
450,AML,Gene_84,0.503979
450,AML,Gene_850,0.028444
450,AML,Gene_916,0.497563
450,AML,Gene_969,0.593979
451,ALL,Gene_149,0.357775
451,ALL,Gene_187,0.799552
